filename,text,age,gender,accent
cv-valid-train/sample-000278.mp3,how are you,fourties,male,us
cv-valid-train/sample-000283.mp3,i got drunk yesterday and thought i built a super computer,twenties,male,us
cv-valid-train/sample-000290.mp3,the boy didn't say anything,twenties,male,us
cv-valid-train/sample-000292.mp3,and the sand and gravel had been flung violently in every direction,fourties,male,us
cv-valid-train/sample-000303.mp3,i don't know you from adam,twenties,male,us
cv-valid-train/sample-000325.mp3,he had tried in vain to establish a relationship with an alchemist,fourties,male,us
cv-valid-train/sample-000343.mp3,but they were not there,twenties,male,us
cv-valid-train/sample-000362.mp3,don't take any chances,fifties,female,us
cv-valid-train/sample-000369.mp3,i want to see the chieftains,fifties,male,us
cv-valid-train/sample-000374.mp3,but as time passed tangier had changed,fifties,male,us
cv-valid-train/sample-000375.mp3,my keychain is heavy and awkward to carry in my pocket,thirties,male,us
cv-valid-train/sample-000383.mp3,listen to your heart,fourties,male,us
cv-valid-train/sample-000393.mp3,then get out of here,thirties,male,us
cv-valid-train/sample-000401.mp3,a shepherd may like to travel but he should never forget about his sheep,fourties,male,us
cv-valid-train/sample-000416.mp3,there's life here the boy said to the alchemist,fourties,male,us
cv-valid-train/sample-000432.mp3,there was a shimmering green light emanating from the statue,teens,female,us
cv-valid-train/sample-000436.mp3,it left a greenish streak that glowed for some seconds,thirties,male,us
cv-valid-train/sample-000447.mp3,that he had attended a seminary until he was sixteen,twenties,male,us
cv-valid-train/sample-000470.mp3,you've never been born,thirties,male,us
cv-valid-train/sample-000482.mp3,the top of the cylinder was rotating on its body,twenties,male,us
cv-valid-train/sample-000499.mp3,sure i know where she lives,twenties,male,us
cv-valid-train/sample-000505.mp3,symbols of the little people,fourties,male,us
cv-valid-train/sample-000506.mp3,this guy stole my watch,fifties,male,us
cv-valid-train/sample-000508.mp3,it had a diameter of about thirty yards,fourties,male,us
cv-valid-train/sample-000517.mp3,the boy awoke before dawn,thirties,female,us
cv-valid-train/sample-000525.mp3,remember that wherever your heart is there you will find your treasure,thirties,male,us
cv-valid-train/sample-000544.mp3,i'd hate to have that many pins stuck in me,thirties,male,us
cv-valid-train/sample-000548.mp3,they blow across the world without a birthplace and with no place to die,fifties,male,us
cv-valid-train/sample-000564.mp3,i'd better hustle him up,fifties,male,us
cv-valid-train/sample-000565.mp3,and the sand and gravel had been flung violently in every direction,twenties,male,us
cv-valid-train/sample-000567.mp3,i'm afraid she'd feel ashamed to think she hadn't trusted you,fifties,male,us
cv-valid-train/sample-000576.mp3,the nearby city of ceuta had grown faster than tangier and business had fallen off,fourties,male,us
cv-valid-train/sample-000586.mp3,a thin circle of bright metal showed between the top and the body of the cylinder,fifties,female,us
cv-valid-train/sample-000591.mp3,raisins are delicious,teens,male,us
cv-valid-train/sample-000595.mp3,you mustn't let what she said bother you,fourties,male,us
cv-valid-train/sample-000612.mp3,but the boy never took his eye off his new friend,teens,male,us
cv-valid-train/sample-000619.mp3,but it is not a class that was requested by our alumni or prospective students,fourties,female,us
cv-valid-train/sample-000625.mp3,it looked like a rusty gas float,twenties,male,us
cv-valid-train/sample-000629.mp3,take charge of him,thirties,female,us
cv-valid-train/sample-000635.mp3,it's the other foreigner the englishman,fourties,male,us
cv-valid-train/sample-000637.mp3,they might even have become friends but the englishman closed off the conversation,twenties,male,us
cv-valid-train/sample-000646.mp3,if what one finds is made of pure matter it will never spoil,twenties,male,us
cv-valid-train/sample-000647.mp3,will i learn to do that someday the boy asked,twenties,male,us
cv-valid-train/sample-000653.mp3,he did find it soon after dawn and not far from the sand pits,teens,male,us
cv-valid-train/sample-000673.mp3,and the last one,twenties,male,us
cv-valid-train/sample-000679.mp3,i thought the unscrewing might be automatic,teens,male,us
cv-valid-train/sample-000683.mp3,i'm not hiding anything the boy answered,twenties,male,us
cv-valid-train/sample-000684.mp3,the sheep fidgeted nearby uneasy with their new owner and excited by so much change,thirties,male,us
cv-valid-train/sample-000690.mp3,i have to admit that my horizon has expanded exponentially,twenties,male,us
cv-valid-train/sample-000694.mp3,but i'm liable to get into a jam,thirties,male,us
cv-valid-train/sample-000708.mp3,the day was dawning and the shepherd urged his sheep in the direction of the sun,twenties,male,us
cv-valid-train/sample-000717.mp3,i'm going to guide you across the desert the alchemist said,fifties,male,us
cv-valid-train/sample-000718.mp3,do you see this,thirties,male,us
cv-valid-train/sample-000733.mp3,and because the tribes declared war i went to the well seeking the alchemist,twenties,male,us
cv-valid-train/sample-000749.mp3,the monk laughed when he saw me come back in tatters,twenties,male,us
cv-valid-train/sample-000754.mp3,this solution also works well if you want to install a linux distro on windows via virtualization,thirties,male,us
cv-valid-train/sample-000762.mp3,the caravans had been stopped at giza for some time waiting for the wars to end,teens,female,us
cv-valid-train/sample-000779.mp3,the pilots braced themselves for impact,twenties,male,us
cv-valid-train/sample-000785.mp3,he needed someone to talk to so as to avoid thinking about the possibility of war,fifties,male,us
cv-valid-train/sample-000794.mp3,no one paid any attention to the two travelers,thirties,female,us
cv-valid-train/sample-000802.mp3,people continued to come and go from the baker's shop,thirties,female,us
cv-valid-train/sample-000808.mp3,the night was warm and i was thirsty,twenties,male,us
cv-valid-train/sample-000817.mp3,the boy was relieved,thirties,male,us
cv-valid-train/sample-000819.mp3,my tax dollars pay for those public school proms,thirties,male,us
cv-valid-train/sample-000823.mp3,among these people were a couple of cyclists a gardener i employed sometimes and a girl carrying a baby,fifties,male,us
cv-valid-train/sample-000827.mp3,that man is terrific,fourties,male,us
cv-valid-train/sample-000841.mp3,the boy mumbled an answer that allowed him to avoid responding to her question,teens,male,us
cv-valid-train/sample-000850.mp3,had our instruments permitted it we might have been able to see the trouble way back when,twenties,male,us
cv-valid-train/sample-000854.mp3,revenge is not my style but obviously accidents will happen,twenties,female,us
cv-valid-train/sample-000862.mp3,and stop threatening that boy,fourties,male,us
cv-valid-train/sample-000866.mp3,the monk was irritated,twenties,female,us
cv-valid-train/sample-000868.mp3,we don't know when the war will end so we can't continue our journey he said,thirties,male,us
cv-valid-train/sample-000873.mp3,that's what i'm going to do,fifties,female,us
cv-valid-train/sample-000884.mp3,so he could not be hasty nor impatient,twenties,male,us
cv-valid-train/sample-000887.mp3,we're refugees from the tribal wars and we need money the other figure said,teens,female,us
cv-valid-train/sample-000892.mp3,that he wanted to travel,sixties,male,us
cv-valid-train/sample-000909.mp3,who told you that asked the boy startled,fourties,female,us
cv-valid-train/sample-000917.mp3,is the head better,fourties,male,us
cv-valid-train/sample-000919.mp3,that woman is gonna be on that roof,thirties,male,us
cv-valid-train/sample-000924.mp3,and here's a kiss for you,twenties,male,us
cv-valid-train/sample-000927.mp3,they set off running wildly into the trees,fifties,female,us
cv-valid-train/sample-000935.mp3,the ship appeared to be constructed with some form of chromium exoskeleton,thirties,male,us
cv-valid-train/sample-000939.mp3,a line of flame high can be seen in the atmosphere,fourties,female,us
cv-valid-train/sample-000949.mp3,they were both silent for a time observing the plaza and the townspeople,fifties,male,us
cv-valid-train/sample-000957.mp3,that wasn't at all necessary,teens,male,us
cv-valid-train/sample-000964.mp3,the boy saw a man appear behind the counter,fourties,male,us
cv-valid-train/sample-000972.mp3,if it would save a woman's life,twenties,male,us
cv-valid-train/sample-000974.mp3,they were all furious when the escapade failed,teens,male,us
cv-valid-train/sample-000976.mp3,where are you bound asked the young arab,thirties,female,us
cv-valid-train/sample-000992.mp3,butmaybe i'll never have another chance to get to the pyramids in egypt,twenties,male,us
cv-valid-train/sample-000994.mp3,except for the dream,fourties,male,us
cv-valid-train/sample-000996.mp3,all things are one,twenties,male,us
cv-valid-train/sample-000999.mp3,how about once more around the park,thirties,male,us
cv-valid-train/sample-001005.mp3,everything'll be taken care of,thirties,female,us
cv-valid-train/sample-001022.mp3,it was rising slowly and painfully out of the cylinder,twenties,male,us
cv-valid-train/sample-001030.mp3,i have to separate out the sulfur,fourties,male,us
cv-valid-train/sample-001050.mp3,the night was warm and i was thirsty,thirties,male,us
cv-valid-train/sample-001052.mp3,kelly was interested in clearing up her brother's death,twenties,male,us
cv-valid-train/sample-001054.mp3,put down that chair,thirties,male,us
cv-valid-train/sample-001062.mp3,the lead had dried into the shape of the pan but it was no longer lead,fourties,male,us
cv-valid-train/sample-001064.mp3,i had to test your courage the stranger said,twenties,male,us
cv-valid-train/sample-001068.mp3,i'm never more aware of a room's acoustics than when i'm trying to enjoy a snack i have no intention of sharing,twenties,male,us
cv-valid-train/sample-001069.mp3,i think i found something,thirties,female,us
cv-valid-train/sample-001081.mp3,and then there were the others who were interested only in gold,twenties,male,us
cv-valid-train/sample-001091.mp3,we'll fix you up,twenties,male,us
cv-valid-train/sample-001102.mp3,he had helped him out in a dangerous situation,thirties,female,us
cv-valid-train/sample-001123.mp3,you can't go any farther one of them said,twenties,male,us
cv-valid-train/sample-001143.mp3,look around some time,thirties,male,us
cv-valid-train/sample-001144.mp3,the following night the boy appeared at the alchemist's tent with a horse,fourties,male,us
cv-valid-train/sample-001153.mp3,the greatest authority on meteorites stated that the height of its first appearance was about ninety or one hundred miles,sixties,female,us
cv-valid-train/sample-001163.mp3,who asked you to get stuck with any of them,twenties,male,us
cv-valid-train/sample-001164.mp3,the time must have been somewhere around six o'clock,thirties,female,us
cv-valid-train/sample-001165.mp3,that's true the boy thought,twenties,male,us
cv-valid-train/sample-001166.mp3,all the joy he had seen that morning had suddenly disappeared,twenties,male,us
cv-valid-train/sample-001171.mp3,if he were fed on time he wouldn't cry,fourties,male,us
cv-valid-train/sample-001199.mp3,he took his plate grabbed a knife and fork and scowled at the savagery on television,twenties,male,us
cv-valid-train/sample-001211.mp3,catherine walked alongside the canal,thirties,male,us
cv-valid-train/sample-001219.mp3,i thought sure you'd remember me,thirties,male,us
cv-valid-train/sample-001224.mp3,most meteorites are more or less rounded,thirties,male,us
cv-valid-train/sample-001234.mp3,i'm doing much better and soon you'll be able to return to your sheep,twenties,male,us
cv-valid-train/sample-001236.mp3,there's nothing more we can do tonight,fourties,male,us
cv-valid-train/sample-001238.mp3,the alchemist rode in front with the falcon on his shoulder,thirties,male,us
cv-valid-train/sample-001255.mp3,the boy went to the well every day to meet with fatima,fifties,male,us
cv-valid-train/sample-001259.mp3,i shall make us some ice cubes,seventies,male,us
cv-valid-train/sample-001261.mp3,no offense but your agility leaves a lot to be desired,fourties,male,us
cv-valid-train/sample-001265.mp3,i won't shut up,fifties,male,us
cv-valid-train/sample-001269.mp3,the angel touched the man's shoulder and they were both projected far into the future,sixties,female,us
cv-valid-train/sample-001281.mp3,but she hadn't charged him anything,fourties,male,us
cv-valid-train/sample-001284.mp3,he took out his money and counted it,twenties,male,us
cv-valid-train/sample-001302.mp3,it was as if it quivered but really this was the telescope vibrating,twenties,male,us
cv-valid-train/sample-001304.mp3,i hate sneakers but i am liking these shoes,twenties,male,us
cv-valid-train/sample-001308.mp3,he thought about asking him to give it back but decided that would be unfriendly,twenties,male,us
cv-valid-train/sample-001309.mp3,it had a diameter of about thirty yards,fourties,female,us
cv-valid-train/sample-001321.mp3,have a good time,fifties,male,us
cv-valid-train/sample-001322.mp3,these trousers don't fit very well,sixties,female,us
cv-valid-train/sample-001323.mp3,she looks kind of bored,twenties,male,us
cv-valid-train/sample-001328.mp3,never heard of such a thing,thirties,male,us
cv-valid-train/sample-001330.mp3,wish i had a million dollars,twenties,male,us
cv-valid-train/sample-001338.mp3,they're not worth much the englishman answered,twenties,male,us
cv-valid-train/sample-001353.mp3,he tried again to concentrate on the pink shades of the desert and its stones,fifties,male,us
cv-valid-train/sample-001357.mp3,the alchemist erased the circle in the sand and the snake slithered away among the rocks,thirties,female,us
cv-valid-train/sample-001361.mp3,whatever the thing observed one could find a connection with his experience of the moment,twenties,male,us
cv-valid-train/sample-001363.mp3,you'd better take it easy,twenties,female,us
cv-valid-train/sample-001365.mp3,you were going to go out and conquer the world,thirties,male,us
cv-valid-train/sample-001367.mp3,besides that there was a heap of bicycles,twenties,female,us
cv-valid-train/sample-001370.mp3,as the englishman left fatima arrived and filled her vessel with water,twenties,male,us
cv-valid-train/sample-001372.mp3,i don't know about war,fifties,female,us
cv-valid-train/sample-001385.mp3,gimme the receiving room,thirties,male,us
cv-valid-train/sample-001386.mp3,what am i going to say to elvis,seventies,male,us
cv-valid-train/sample-001392.mp3,mrs jason is on the phone,seventies,male,us
cv-valid-train/sample-001399.mp3,but everyone and his aunt lilian's been through that bag,fifties,female,us
cv-valid-train/sample-001421.mp3,if we serve tea in crystal the shop is going to expand,twenties,male,us
cv-valid-train/sample-001423.mp3,the plumber tightened the leaking valve,thirties,male,us
cv-valid-train/sample-001424.mp3,don't they believe in angels,thirties,male,us
cv-valid-train/sample-001429.mp3,so his heart was quiet for an entire afternoon,twenties,male,us
cv-valid-train/sample-001448.mp3,i'm surprised the boy said,fourties,male,us
cv-valid-train/sample-001451.mp3,he has other things to do first,teens,male,us
cv-valid-train/sample-001461.mp3,this is a resourceintensive process that requires expensive closedsource speech data to get a good model,fourties,male,us
cv-valid-train/sample-001467.mp3,i like the way she talks,twenties,male,us
cv-valid-train/sample-001474.mp3,he seemed unfriendly and had looked irritated when the boy had entered,thirties,female,us
cv-valid-train/sample-001475.mp3,i think it's marvelous,thirties,male,us
cv-valid-train/sample-001491.mp3,except for the dream,thirties,male,us
cv-valid-train/sample-001493.mp3,i'll tell you what i'll do,fourties,male,us
cv-valid-train/sample-001495.mp3,we've got her located,thirties,male,us
cv-valid-train/sample-001510.mp3,you been in a fight,sixties,female,us
cv-valid-train/sample-001513.mp3,he became friendly with the camel driver who traveled alongside him,twenties,male,us
cv-valid-train/sample-001518.mp3,turn on the lights,fourties,female,us
cv-valid-train/sample-001524.mp3,from the railway station in the distance came the sound of trains ringing and rumbling,teens,male,us
cv-valid-train/sample-001526.mp3,the first baseman dropped the ball,thirties,male,us
cv-valid-train/sample-001530.mp3,some do come back,fifties,female,us
cv-valid-train/sample-001531.mp3,one of the world's biggest problems is the growth of human population,twenties,male,us
cv-valid-train/sample-001535.mp3,air was either entering or escaping at the rim with a thin sizzling sound,eighties,female,us
cv-valid-train/sample-001552.mp3,that's exactly what i thought,twenties,male,us
cv-valid-train/sample-001571.mp3,excuse me nudism is not allowed at this part of the beach,twenties,other,us
cv-valid-train/sample-001584.mp3,of course the two were unable to do anything,teens,male,us
cv-valid-train/sample-001588.mp3,what did you stop it for,fifties,male,us
cv-valid-train/sample-001591.mp3,an alchemist said the alchemist,teens,male,us
cv-valid-train/sample-001597.mp3,air was either entering or escaping at the rim with a thin sizzling sound,fifties,male,us
cv-valid-train/sample-001601.mp3,she didn't have one,thirties,male,us
cv-valid-train/sample-001608.mp3,suppose there was a shane york and he walked into this office,teens,male,us
cv-valid-train/sample-001620.mp3,the pixel probabilities are conditioned on the model state,twenties,male,us
cv-valid-train/sample-001623.mp3,i thought i'd give the kids a treat,fifties,female,us
cv-valid-train/sample-001626.mp3,the treasure is at the pyramids that you already knew,teens,male,us
cv-valid-train/sample-001634.mp3,the arabs laughed at him and the alchemist laughed along,teens,male,us
cv-valid-train/sample-001638.mp3,because the crystal was dirty,fourties,male,us
cv-valid-train/sample-001647.mp3,from then on he would make his own decisions,fourties,male,us
cv-valid-train/sample-001657.mp3,ogilvy told him everything that he had seen,twenties,male,us
cv-valid-train/sample-001662.mp3,suddenly a huge quantity of green smoke came out of the pit in three puffs and went straight into the still air,fourties,female,us
cv-valid-train/sample-001667.mp3,the top of the cylinder was rotating on its body,twenties,male,us
cv-valid-train/sample-001676.mp3,the world speaks many languages the boy thought,thirties,male,us
cv-valid-train/sample-001687.mp3,i have already described the appearance of that colossal bulk which was embedded in the ground,fifties,female,us
cv-valid-train/sample-001713.mp3,all that time the martians must have been getting ready,twenties,male,us
cv-valid-train/sample-001723.mp3,i didn't say anything,twenties,male,us
cv-valid-train/sample-001750.mp3,i didn't come here to have you read my palm he said already regretting having come,sixties,female,us
cv-valid-train/sample-001767.mp3,this is a very interesting situation,fifties,male,us
cv-valid-train/sample-001769.mp3,so we their hearts speak more and more softly,twenties,female,us
cv-valid-train/sample-001775.mp3,and so despite the fact that he was a roman centurion he converted to their faith,fourties,male,us
cv-valid-train/sample-001784.mp3,and she already has her treasure it's you,thirties,male,us
cv-valid-train/sample-001794.mp3,in spite of this i still believed that there were men in mars,fourties,female,us
cv-valid-train/sample-001796.mp3,but can we trust him,thirties,female,us
cv-valid-train/sample-001809.mp3,she ought to be here any minute,thirties,male,us
cv-valid-train/sample-001812.mp3,you should see the other guy specifically how good at fighting he is,twenties,female,us
cv-valid-train/sample-001813.mp3,i've had this shop for thirty years,thirties,female,us
cv-valid-train/sample-001823.mp3,i have already described the appearance of that colossal bulk which was embedded in the ground,fourties,male,us
cv-valid-train/sample-001831.mp3,and he knew that egypt was in africa,fourties,female,us
cv-valid-train/sample-001858.mp3,the immense collection of people and animals began to travel faster,twenties,male,us
cv-valid-train/sample-001859.mp3,the desert was all sand in some stretches and rocky in others,twenties,male,us
cv-valid-train/sample-001862.mp3,the shepherd said nothing,teens,female,us
cv-valid-train/sample-001881.mp3,he told fatima that at their next meeting,twenties,male,us
cv-valid-train/sample-001888.mp3,the first rule of don't fight club is let's talk about it,teens,male,us
cv-valid-train/sample-001894.mp3,remember the night we broke the windows in this old house,teens,male,us
cv-valid-train/sample-001919.mp3,and he told what he had seen,thirties,female,us
cv-valid-train/sample-001927.mp3,i just don't trust anyone who says they've never had hamburger helper,twenties,female,us
cv-valid-train/sample-001934.mp3,the thought was so dreadful to him that he forgot about the heat and went forward,fourties,male,us
cv-valid-train/sample-001948.mp3,all i say is spit them out,thirties,male,us
cv-valid-train/sample-001954.mp3,we're a different world,fourties,male,us
cv-valid-train/sample-001959.mp3,why does melissandre look like she wants to consume jon snow on the ride up the wall,twenties,male,us
cv-valid-train/sample-001970.mp3,i was scared but wasted no time in going out and crossing the bridge to the sand pits,twenties,male,us
cv-valid-train/sample-001981.mp3,turning the air conditioning on leads to an increased fuel consumption,twenties,male,us
cv-valid-train/sample-001987.mp3,that guy over there likes to drink a lot talk a lot but do nothing,thirties,male,us
cv-valid-train/sample-001996.mp3,you may not have a great deal of time,twenties,male,us
cv-valid-train/sample-001998.mp3,i ain't gonna squeal,thirties,male,us
cv-valid-train/sample-002008.mp3,from here on you will be alone the alchemist said,twenties,male,us
cv-valid-train/sample-002023.mp3,they set off running wildly into the trees,twenties,male,us
cv-valid-train/sample-002034.mp3,everything i say is right,twenties,male,us
cv-valid-train/sample-002035.mp3,that's why i'm quitting,sixties,female,us
cv-valid-train/sample-002037.mp3,what's the world's greatest lie the boy asked completely surprised,fifties,male,us
cv-valid-train/sample-002065.mp3,it was a pleasant change from talking to his sheep,teens,male,us
cv-valid-train/sample-002066.mp3,don't you think i know where i live,teens,male,us
cv-valid-train/sample-002077.mp3,it's going to take a while the boy said,thirties,female,us
cv-valid-train/sample-002080.mp3,and don't bump into anything,twenties,male,us
cv-valid-train/sample-002084.mp3,the gods should not have desires because they don't have destinies,twenties,male,us
cv-valid-train/sample-002085.mp3,it's true that everything has its destiny but one day that destiny will be realized,twenties,male,us
cv-valid-train/sample-002088.mp3,if i could i'd write a huge encyclopedia just about the words luck and coincidence,teens,male,us
cv-valid-train/sample-002091.mp3,the priest collapsed backwards,teens,male,us
cv-valid-train/sample-002098.mp3,now his intuition was that he had been right in coming,fifties,female,us
cv-valid-train/sample-002105.mp3,were you paid for it or weren't you,thirties,male,us
cv-valid-train/sample-002118.mp3,imagine if everyone went around transforming lead into gold,sixties,female,us
cv-valid-train/sample-002125.mp3,you're a man disgusted with all of civilization,fifties,male,us
cv-valid-train/sample-002132.mp3,the englishman was disappointed,twenties,male,us
cv-valid-train/sample-002137.mp3,he was alarmed by what had happened,twenties,male,us
cv-valid-train/sample-002140.mp3,one must prepare for it,seventies,male,us
cv-valid-train/sample-002156.mp3,i dreamt i was your father,twenties,male,us
cv-valid-train/sample-002158.mp3,i'm on the job,thirties,male,us
cv-valid-train/sample-002159.mp3,i'll see you get it in fifteen minutes,fifties,female,us
cv-valid-train/sample-002160.mp3,his eyes filled with tears as he spoke of the prophet,thirties,male,us
cv-valid-train/sample-002169.mp3,he remembered something his grandfather had once told him that butterflies were a good omen,twenties,male,us
cv-valid-train/sample-002179.mp3,the boy recalled the brilliance he had noticed on the previous day,twenties,male,us
cv-valid-train/sample-002188.mp3,in any case the desert was impassable,twenties,male,us
cv-valid-train/sample-002206.mp3,it was difficult not to think about what he had left behind,sixties,female,us
cv-valid-train/sample-002213.mp3,bush leagues mostly,thirties,male,us
cv-valid-train/sample-002216.mp3,it brought his heart into his mouth,thirties,female,us
cv-valid-train/sample-002251.mp3,have you got it,fifties,male,us
cv-valid-train/sample-002254.mp3,the incantation was written in italics,twenties,male,us
cv-valid-train/sample-002255.mp3,i don't want anything for myself,fourties,male,us
cv-valid-train/sample-002256.mp3,the wind has many names,fifties,female,us
cv-valid-train/sample-002261.mp3,a large piece suddenly came off and fell with a loud and sharp noise,teens,male,us
cv-valid-train/sample-002270.mp3,and at that i told him and he took my place,thirties,male,us
cv-valid-train/sample-002273.mp3,it spread through the planet's atmosphere and obscured its more familiar features,sixties,female,us
cv-valid-train/sample-002284.mp3,after all who doesnt want to overcome new challenges and achieve great heights,twenties,male,us
cv-valid-train/sample-002287.mp3,he fell asleep and when he awoke the sun was already high,fourties,male,us
cv-valid-train/sample-002288.mp3,how much is your equity in it,thirties,male,us
cv-valid-train/sample-002297.mp3,one can imagine these two covered with sand running up the little street in the bright sunlight,fifties,female,us
cv-valid-train/sample-002298.mp3,at most they thought that another meteorite had descended,teens,male,us
cv-valid-train/sample-002311.mp3,she must have known alex pretty well,thirties,male,us
cv-valid-train/sample-002313.mp3,you can't offer me something that is already mine the chief said arrogantly,twenties,male,us
cv-valid-train/sample-002326.mp3,enough said the boy,twenties,female,us
cv-valid-train/sample-002329.mp3,how can i ever face him,twenties,female,us
cv-valid-train/sample-002346.mp3,and then he would ask us to go back to our easels and replicate all the techniques in one go,twenties,male,us
cv-valid-train/sample-002349.mp3,hang on a second,twenties,male,us
cv-valid-train/sample-002354.mp3,the years of research the magic symbols the strange words and the laboratory equipment,fourties,male,us
cv-valid-train/sample-002368.mp3,the book was written in spanish,twenties,male,us
cv-valid-train/sample-002374.mp3,the land was ruined and i had to find some other way to earn a living,teens,female,us
cv-valid-train/sample-002375.mp3,with every day that passed the boy's heart became more and more silent,seventies,male,us
cv-valid-train/sample-002384.mp3,i was disappointed at this inanimate bulk,fifties,male,us
cv-valid-train/sample-002409.mp3,he had understood the story the old king had told him,thirties,male,us
cv-valid-train/sample-002411.mp3,i'll stop him cold,fourties,female,us
cv-valid-train/sample-002419.mp3,what are they wearing now,fourties,male,us
cv-valid-train/sample-002427.mp3,enough said the boy,twenties,male,us
cv-valid-train/sample-002431.mp3,it'll do you no good,twenties,female,us
cv-valid-train/sample-002433.mp3,at the first glance it was really not very exciting,fourties,male,us
cv-valid-train/sample-002447.mp3,without a single quiver,twenties,other,us
cv-valid-train/sample-002452.mp3,i'm not going very far the alchemist answered looking straight into the eyes of the horsemen,fourties,male,us
cv-valid-train/sample-002460.mp3,i'm the stranger around here,teens,male,us
cv-valid-train/sample-002467.mp3,but then he stopped,teens,male,us
cv-valid-train/sample-002471.mp3,but i didnt think that it contained any living creature,thirties,male,us
cv-valid-train/sample-002474.mp3,one of these days is tomorrow,twenties,male,us
cv-valid-train/sample-002485.mp3,i was impatient to see it opened,twenties,male,us
cv-valid-train/sample-002487.mp3,you don't have to be rich skinny popular or even own a cape to perform a random act of kindness,sixties,female,us
cv-valid-train/sample-002499.mp3,it picks up on the mike,twenties,male,us
cv-valid-train/sample-002510.mp3,some of the grey ash was falling off the circular edge,twenties,male,us
cv-valid-train/sample-002514.mp3,where do you live,fourties,male,us
cv-valid-train/sample-002525.mp3,if you tell me why you came here i'll show you the project i've been working on,fourties,male,us
cv-valid-train/sample-002529.mp3,i had a dream and i met with a king,twenties,male,us
cv-valid-train/sample-002541.mp3,what about higgins against becca,twenties,male,us
cv-valid-train/sample-002548.mp3,it was such a gradual movement that he found it only by noticing the dots,teens,male,us
cv-valid-train/sample-002556.mp3,so now i'm a camel driver,thirties,male,us
cv-valid-train/sample-002584.mp3,they rented a boat and went down the river,fourties,male,us
cv-valid-train/sample-002588.mp3,until then he had considered the omens to be things of this world,seventies,male,us
cv-valid-train/sample-002599.mp3,i heard a faint movement under my feet,twenties,male,us
